Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
21/04/14 03:00,21/04/14 03:30,1398074442623,1398076258577,Activity,Activity,Sleep,Home
21/04/14 03:30,21/04/14 09:44,1398076258577,1398098670450,Hole,Hole,,
21/04/14 09:44,21/04/14 10:05,1398098670450,1398099925478,Walk trip,Trip,Walk,
21/04/14 10:05,21/04/14 11:20,1398099925478,1398104415395,Activity,Activity,Work,
21/04/14 11:20,21/04/14 11:20,1398104415395,1398104454509,Walk trip,Trip,Walk,
21/04/14 11:20,21/04/14 11:47,1398104454509,1398106023067,Activity,Activity,Work,
21/04/14 11:47,21/04/14 12:26,1398106023067,1398108373571,Activity,Activity,Work,
21/04/14 12:26,21/04/14 13:14,1398108373571,1398111278835,Activity,Activity,Work,
21/04/14 13:14,21/04/14 15:14,1398111278835,1398118451922,Activity,Activity,Work,
21/04/14 15:14,21/04/14 18:45,1398118451922,1398131127814,Activity,Activity,Work,
21/04/14 18:45,21/04/14 18:48,1398131127814,1398131289085,Non-walk trip,Trip,Walk,
21/04/14 18:48,21/04/14 18:58,1398131289085,1398131899569,Walk trip,Trip,Walk,
21/04/14 18:58,22/04/14 02:59,1398131899569,1398160781282,Activity,Activity,Sleep,Home
