Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
4/16/14 3:00,4/16/14 9:34,1397642412205,1397666089177,Activity,Activity,Sleep,Home
4/16/14 9:34,4/16/14 9:42,1397666089177,1397666570933,Non-walk trip,Trip,Transit,AC_Transit
4/16/14 9:42,4/16/14 9:53,1397666570933,1397667200732,Walk trip,Trip,Walk,
4/16/14 9:53,4/16/14 10:00,1397667200732,1397667621702,Activity,Activity,Work,McLaughlin Hall
4/16/14 10:00,4/16/14 10:21,1397667621702,1397668910532,Activity,Activity,Work,McLaughlin Hall
4/16/14 10:21,4/16/14 18:24,1397668910532,1397697845086,Activity,Activity,Work,McLaughlin Hall
4/16/14 18:24,4/16/14 18:28,1397697845086,1397698089272,Walk trip,Trip,Walk,
4/16/14 18:28,4/16/14 18:30,1397698089272,1397698238964,Non-walk trip,Trip,Walk,
4/16/14 18:30,4/16/14 18:45,1397698238964,1397699111848,Walk trip,Trip,Walk,
4/16/14 18:45,4/16/14 18:53,1397699111848,1397699593438,Activity,Activity,Waiting,Bus stop
4/16/14 18:53,4/16/14 18:57,1397699593438,1397699833141,Walk trip,Trip,Transit,AC_Transit
4/16/14 18:57,4/16/14 18:58,1397699833141,1397699924070,Non-walk trip,Trip,Transit,AC_Transit
4/16/14 18:58,4/16/14 19:00,1397699924070,1397700015179,Walk trip,Trip,Transit,AC_Transit
4/16/14 19:00,4/16/14 19:01,1397700015179,1397700106281,Non-walk trip,Trip,Transit,AC_Transit
4/16/14 19:01,4/16/14 19:10,1397700106281,1397700616059,Walk trip,Trip,Walk,
4/16/14 19:10,4/17/14 2:59,1397700616059,1397728787437,Activity,Activity,Sleep,Home
