Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
20/04/14 03:00,20/04/14 06:07,1397988037426,1397999236988,Activity,Activity,Sleep,Home
20/04/14 06:07,20/04/14 06:11,1397999236988,1397999497244,Walk trip,Trip,Car,
20/04/14 06:11,20/04/14 07:00,1397999497244,1398002407649,Non-walk trip,Trip,Car,
20/04/14 07:00,20/04/14 19:49,1398002407649,1398048559388,Activity,Activity,Household_chores,Home
20/04/14 19:49,20/04/14 19:59,1398048559388,1398049149548,Walk trip,Trip,Walk,
20/04/14 19:59,20/04/14 20:00,1398049149548,1398049249123,Non-walk trip,Trip,Walk,
20/04/14 20:00,20/04/14 22:03,1398049249123,1398056603470,Activity,Activity,Meals,Restaurant
20/04/14 22:03,20/04/14 22:17,1398056603470,1398057452701,Walk trip,Trip,Walk,
20/04/14 22:17,20/04/14 23:29,1398057452701,1398061781803,Activity,Activity,Sleep,Home
20/04/14 23:29,21/04/14 02:59,1398061781803,1398074382783,Activity,Activity,Sleep,Home
