Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
4/30/14 8:13,4/30/14 8:19,1398870821872,1398871155773,Walk trip,Activity,Sleep,Home
4/30/14 8:19,4/30/14 8:27,1398871155773,1398871667072,Non-walk trip,Trip,Bike,
4/30/14 8:27,4/30/14 8:34,1398871667072,1398872084824,Walk trip,Trip,Bike,
4/30/14 8:34,4/30/14 17:40,1398872084824,1398904801012,Activity,Activity,Work,McLaughlin Hall
4/30/14 17:40,4/30/14 17:48,1398904801012,1398905308263,Walk trip,Trip,Walk,
4/30/14 17:48,4/30/14 18:02,1398905308263,1398906149471,Activity,Activity,Waiting,Bus stop
4/30/14 18:02,4/30/14 18:14,1398906149471,1398906845373,Walk trip,Trip,Transit,AC_Transit
4/30/14 18:14,4/30/14 18:17,1398906845373,1398907021175,Non-walk trip,Trip,Transit,AC_Transit
4/30/14 18:17,4/30/14 18:19,1398907021175,1398907171082,Walk trip,Trip,Transit,AC_Transit
4/30/14 18:19,5/1/14 2:59,1398907171082,1398938374279,Activity,Activity,Sleep,Home
