Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
4/20/14 13:00,4/20/14 14:49,1398024049702,1398030547189,Activity,Activity,Work,Home
4/20/14 14:49,4/20/14 14:53,1398030547189,1398030788249,Walk trip,Trip,Walk,
4/20/14 14:53,4/20/14 14:58,1398030788249,1398031121264,Non-walk trip,Trip,Transit,AC_Transit
4/20/14 14:58,4/20/14 15:07,1398031121264,1398031631144,Activity,Activity,Meals Social,La Val's
4/20/14 15:07,4/20/14 15:08,1398031631144,1398031693949,Walk trip,Trip,Walk,
4/20/14 15:08,4/20/14 16:15,1398031693949,1398035735284,Activity,Activity,Work,Davis Hall
4/20/14 16:15,4/20/14 16:16,1398035735284,1398035795399,Walk trip,Trip,Walk,
4/20/14 16:16,4/20/14 16:28,1398035795399,1398036491341,Activity,Activity,Recreation,Memorial Glade
4/20/14 16:28,4/20/14 16:28,1398036491341,1398036521408,Non-walk trip,Trip,Walk,
4/20/14 16:28,4/20/14 19:01,1398036521408,1398045715512,Activity,Activity,Work,McLaughlin Hall
4/20/14 19:01,4/20/14 19:24,1398045715512,1398047074343,Walk trip,Trip,Walk,
4/20/14 19:24,4/21/14 2:59,1398047074343,1398074392255,Activity,Activity,Work Sleep,Home
