Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
4/26/14 3:00,4/26/14 12:08,1398506416904,1398539334790,Activity,Activity,Sleep,Home
4/26/14 12:08,4/26/14 12:10,1398539334790,1398539425967,Walk trip,Trip,Walk,
4/26/14 12:10,4/26/14 12:28,1398539425967,1398540507525,Activity,Activity,Shopping,Mi Tierra
4/26/14 12:28,4/26/14 12:39,1398540507525,1398541169710,Non-walk trip,Trip,Bike,
4/26/14 12:39,4/26/14 12:41,1398541169710,1398541286092,Walk trip,Trip,Bike,
4/26/14 12:41,4/26/14 12:43,1398541286092,1398541410947,Non-walk trip,Trip,Bike,
4/26/14 12:43,4/26/14 12:45,1398541410947,1398541529513,Walk trip,Trip,Bike,
4/26/14 12:45,4/26/14 16:45,1398541529513,1398555903816,Activity,Activity,Meals,Dave's
4/26/14 16:45,4/26/14 16:47,1398555903816,1398556055005,Non-walk trip,Trip,Bike,
4/26/14 16:47,4/26/14 17:03,1398556055005,1398556991463,Activity,Activity,Shopping,Sweet Shoppe
4/26/14 17:03,4/26/14 17:05,1398556991463,1398557110768,Non-walk trip,Trip,Bike,
4/26/14 17:05,4/26/14 17:08,1398557110768,1398557287213,Walk trip,Trip,Bike,
4/26/14 17:08,4/26/14 17:11,1398557287213,1398557509336,Non-walk trip,Trip,Bike,
4/26/14 17:11,4/26/14 18:04,1398557509336,1398560688406,Walk trip,Activity,Recreation,Temescal Lake
4/26/14 18:04,4/26/14 18:06,1398560688406,1398560780844,Non-walk trip,Trip,Bike,
4/26/14 18:06,4/26/14 18:13,1398560780844,1398561232638,Activity,Activity,,
4/26/14 18:13,4/26/14 18:20,1398561232638,1398561653260,Non-walk trip,Trip,Bike,
4/26/14 18:20,4/26/14 18:52,1398561653260,1398563576070,Activity,Activity,Relaxing,Dave's
4/26/14 18:52,4/26/14 19:04,1398563576070,1398564242021,Non-walk trip,Trip,Bike,
4/26/14 19:04,4/26/14 20:11,1398564242021,1398568274801,Activity,Activity,Meals,Freehouse
4/26/14 20:11,4/26/14 20:18,1398568274801,1398568695488,Walk trip,Trip,Walk,
4/26/14 20:18,4/26/14 20:31,1398568695488,1398569503655,Activity,Activity,Recreation,Greek
4/26/14 20:31,4/26/14 23:23,1398569503655,1398579820986,Walk trip,Activity,Recreation,Greek
4/26/14 23:23,4/26/14 23:25,1398579820986,1398579946038,Non-walk trip,Trip,Bike,
4/26/14 23:25,4/26/14 23:29,1398579946038,1398580152921,Walk trip,Trip,Bike,
4/26/14 23:29,4/26/14 23:35,1398580152921,1398580517448,Non-walk trip,Trip,Bike,
4/26/14 23:35,4/26/14 23:37,1398580517448,1398580636248,Walk trip,Trip,Bike,
4/26/14 23:37,4/27/14 0:43,1398580636248,1398584604716,Activity,Activity,Sleep,Home
4/27/14 0:43,4/27/14 2:59,1398584604716,1398592786044,Activity,Activity,Sleep,Home
