Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
4/17/14 3:00,4/17/14 8:43,1397728817489,1397749391432,Activity,Activity,Sleep,Home
4/17/14 8:43,4/17/14 8:50,1397749391432,1397749843463,Non-walk trip,Trip,Bike,
4/17/14 8:50,4/17/14 8:52,1397749843463,1397749961270,Walk trip,Trip,Bike,
4/17/14 8:52,4/17/14 8:56,1397749961270,1397750200760,Non-walk trip,Trip,Bike,
4/17/14 8:56,4/17/14 20:37,1397750200760,1397792274614,Activity,Activity,Work,McLaughlin Hall
4/17/14 20:37,4/17/14 20:44,1397792274614,1397792666054,Walk trip,Trip,Bike,
4/17/14 20:44,4/17/14 20:46,1397792666054,1397792760116,Non-walk trip,Trip,Bike,
4/17/14 20:46,4/17/14 20:52,1397792760116,1397793148871,Walk trip,Trip,Bike,
4/17/14 20:52,4/17/14 20:55,1397793148871,1397793359838,Non-walk trip,Trip,Bike,
4/17/14 20:55,4/17/14 21:15,1397793359838,1397794532186,Activity,Activity,Sleep,Dave's
