Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
4/21/14 3:00,4/21/14 9:50,1398074422282,1398099021392,Activity,Activity,Sleep Work,Home
4/21/14 9:50,4/21/14 9:58,1398099021392,1398099504400,Walk trip,Trip,Walk,
4/21/14 9:58,4/21/14 10:04,1398099504400,1398099899150,Activity,Activity,Waiting,Bus stop
4/21/14 10:04,4/21/14 10:14,1398099899150,1398100475696,Walk trip,Trip,Transit,AC_Transit
4/21/14 10:14,4/22/14 1:15,1398100475696,1398154533334,Activity,Activity,Work,McLaughlin Hall
4/22/14 1:15,4/22/14 1:19,1398154533334,1398154777075,Non-walk trip,Trip,Walk,
4/22/14 1:19,4/22/14 1:28,1398154777075,1398155319559,Walk trip,Trip,Walk,
4/22/14 1:28,4/22/14 2:00,1398155319559,1398157223213,Activity,Activity,Work,McLaughlin Hall
4/22/14 2:00,4/22/14 2:17,1398157223213,1398158225298,Hole,Hole,,
4/22/14 2:17,4/22/14 2:59,1398158225298,1398160783197,Activity,Activity,Work,McLaughlin Hall
