Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
24/04/14 09:25,24/04/14 09:31,1398356701453,1398357119259,Activity,Activity,Sleep,Home
24/04/14 09:31,24/04/14 09:41,1398357119259,1398357700165,Walk trip,Trip,Walk,
24/04/14 09:41,24/04/14 11:03,1398357700165,1398362625607,Activity,Activity,Work,
24/04/14 11:03,24/04/14 11:09,1398362625607,1398362986939,Walk trip,Trip,Walk,
24/04/14 11:09,24/04/14 12:19,1398362986939,1398367192467,Activity,Activity,Work,
24/04/14 12:19,24/04/14 12:20,1398367192467,1398367232422,Walk trip,Activity,Work,
24/04/14 12:20,24/04/14 13:02,1398367232422,1398369741420,Activity,Activity,Work,
24/04/14 13:02,24/04/14 13:42,1398369741420,1398372163286,Activity,Activity,Work,
24/04/14 13:42,24/04/14 13:48,1398372163286,1398372514604,Walk trip,Trip,Walk,
24/04/14 13:48,24/04/14 14:25,1398372514604,1398374737524,Activity,Activity,Work,
24/04/14 14:25,24/04/14 14:51,1398374737524,1398376301897,Walk trip,Trip,Walk,
24/04/14 14:51,24/04/14 15:28,1398376301897,1398378531775,Activity,Activity,Work,
24/04/14 15:28,24/04/14 15:43,1398378531775,1398379407760,Activity,Activity,Work,
24/04/14 15:43,24/04/14 15:46,1398379407760,1398379570634,Non-walk trip,Trip,Walk,
24/04/14 15:46,24/04/14 15:57,1398379570634,1398380237192,Walk trip,Trip,Walk,
24/04/14 15:57,24/04/14 16:07,1398380237192,1398380847441,Activity,Activity,Sleep,Home
24/04/14 16:07,24/04/14 21:28,1398380847441,1398400087528,Activity,Activity,Sleep,Home
