Start Time,End Time,Start Epoch,End Epoch,Type,Comments,,
4/24/14 3:00,4/24/14 12:31,1398333606746,1398367891427,Activity,Activity,Sleep,Home
4/24/14 12:31,4/24/14 12:39,1398367891427,1398368373322,Activity,Trip,Transit,AC_Transit
4/24/14 12:39,4/24/14 12:45,1398368373322,1398368705568,Walk trip,Trip,Walk,
4/24/14 12:45,4/24/14 13:00,1398368705568,1398369615874,Activity,Activity,Waiting,Bus stop
4/24/14 13:00,4/24/14 13:10,1398369615874,1398370247817,Walk trip,Trip,Transit,AC_Transit
4/24/14 13:10,4/24/14 19:09,1398370247817,1398391765409,Activity,Activity,Work,McLaughlin Hall
4/24/14 19:09,4/24/14 19:23,1398391765409,1398392612061,Walk trip,Trip,Walk,
4/24/14 19:23,4/24/14 20:23,1398392612061,1398396225449,Activity,Activity,Meals,I House
4/24/14 20:23,4/24/14 20:26,1398396225449,1398396375631,Walk trip,Trip,Walk,
4/24/14 20:26,4/24/14 20:30,1398396375631,1398396617071,Non-walk trip,Trip,Transit,AC_Transit
4/24/14 20:30,4/24/14 20:45,1398396617071,1398397521171,Walk trip,Trip,Walk,
4/24/14 20:45,4/25/14 2:59,1398397521171,1398419992771,Activity,Activity,Sleep,Home
